Measure,Relationship,Type,Name,Alias,Country,Address,Registration number,Notes,Source URL
Lebanese Canadian Bank SAL,subsidiary,Company,LCB Finance SAL,,Lebanon,,,"""LCB has a controlling financial interest in a number of subsidiaries, including LCB Investments SAL, LCB Finance SAL, LCB Estates SAL, LCB Insurance Brokerage House SAL, Dubai-based Tabadul for Shares and Bonds LLC, Prime Bank Limited (“Prime Bank”) of Gambia.""",https://www.gpo.gov/fdsys/pkg/FR-2011-02-17/pdf/2011-3348.pdf
Lebanese Canadian Bank SAL,subsidiary,Company,LCB Insurance Brokerage House SAL,,Lebanon,,,"""LCB has a controlling financial interest in a number of subsidiaries, including LCB Investments (Holding) SAL, LCB Finance SAL, LCB Estates SAL, LCB Insurance Brokerage House SAL, and Dubai-based Tabadul for Shares and Bonds LLC""",https://www.gpo.gov/fdsys/pkg/FR-2011-02-17/pdf/2011-3346.pdf
Lebanese Canadian Bank SAL,target,Company,LCB Insurance Brokerage House SAL,,Lebanon,,,"""LCB has a controlling financial interest in a number of subsidiaries, including LCB Investments (Holding) SAL, LCB Finance SAL, LCB Estates SAL, LCB Insurance Brokerage House SAL, and Dubai-based Tabadul for Shares and Bonds LLC""; ""For purposes of this document and unless expressly stated otherwise, references to LCB include the aforementioned subsidiaries""",https://www.gpo.gov/fdsys/pkg/FR-2011-02-17/pdf/2011-3346.pdf
Lebanese Canadian Bank SAL,subsidiary,Company,LCB Insurance Brokerage House SAL,,Lebanon,,,"""LCB has a controlling financial interest in a number of subsidiaries, including LCB Investments SAL, LCB Finance SAL, LCB Estates SAL, LCB Insurance Brokerage House SAL, Dubai-based Tabadul for Shares and Bonds LLC, Prime Bank Limited (“Prime Bank”) of Gambia.""",https://www.gpo.gov/fdsys/pkg/FR-2011-02-17/pdf/2011-3348.pdf
Lebanese Canadian Bank SAL,subsidiary,Company,LCB Investments (Holding) SAL,,Lebanon,,,"""LCB has a controlling financial interest in a number of subsidiaries, including LCB Investments (Holding) SAL, LCB Finance SAL, LCB Estates SAL, LCB Insurance Brokerage House SAL, and Dubai-based Tabadul for Shares and Bonds LLC""",https://www.gpo.gov/fdsys/pkg/FR-2011-02-17/pdf/2011-3346.pdf
Lebanese Canadian Bank SAL,target,Company,LCB Investments (Holding) SAL,,Lebanon,,,"""LCB has a controlling financial interest in a number of subsidiaries, including LCB Investments (Holding) SAL, LCB Finance SAL, LCB Estates SAL, LCB Insurance Brokerage House SAL, and Dubai-based Tabadul for Shares and Bonds LLC""; ""For purposes of this document and unless expressly stated otherwise, references to LCB include the aforementioned subsidiaries""",https://www.gpo.gov/fdsys/pkg/FR-2011-02-17/pdf/2011-3346.pdf
Lebanese Canadian Bank SAL,subsidiary,Company,LCB Investments (Holding) SAL,,Lebanon,,,"""These branches, offices, and subsidiaries include, but are not necessarily limited to, LCB Investments (Holding) SAL, LCB Finance SAL, LCB Estates SAL, LCB Insurance Brokerage House SAL, Dubai-based Tabadul for Shares and Bonds LLC, and Prime Bank Limited in Serrekunda, Gambia.""",https://www.gpo.gov/fdsys/pkg/FR-2011-02-17/pdf/2011-3348.pdf
Lebanese Canadian Bank SAL,subsidiary,Company,Prime Bank Limited,,Gambia,"Serrekunda, Gambia",,"""LCB is the majority shareholder of Prime Bank Limited, a private commercial bank and the LCB subsidiary located in Serrekunda, Gambia""; ""LCB owns 51% of Prime Bank while the remaining shares are held by local and Lebanese partners""; ""LCB apparently serves as the sole correspondent bank for Prime Bank""",https://www.gpo.gov/fdsys/pkg/FR-2011-02-17/pdf/2011-3346.pdf
Lebanese Canadian Bank SAL,target,Company,Prime Bank Limited,,Gambia,"Serrekunda, Gambia",,"""LCB's subsidiary, Gambia-based Prime Bank, is partially owned by a Lebanese individual known to be a supporter of Hizballah""; ""In addition to Gambian nationals, Prime Bank serves Iranian and Lebanese clientele throughout West Africa""; ""For purposes of this document and unless expressly stated otherwise, references to LCB include the aforementioned subsidiaries""",https://www.gpo.gov/fdsys/pkg/FR-2011-02-17/pdf/2011-3346.pdf
Lebanese Canadian Bank SAL,subsidiary,Company,Prime Bank Limited,,Gambia,"Serrekunda, Gambia",,"""Prime Bank is a private commercial bank located in Serrekunda, Gambia.""; ""LCB owns 51% of Prime Bank, while the remaining shares are held by local and Lebanese partners.""; ""LCB apparently serves as the sole correspondent bank for Prime Bank.""",https://www.gpo.gov/fdsys/pkg/FR-2011-02-17/pdf/2011-3348.pdf
Lebanese Canadian Bank SAL,related,Company,Royal Bank of Canada Middle East,,,,,"""Originally established in 1960 as Banque des Activities Economiques SAL, it operated as a subsidiary of the Royal Bank of Canada Middle East (1968-1988) and is now a privately owned bank""",https://www.gpo.gov/fdsys/pkg/FR-2011-02-17/pdf/2011-3346.pdf
Lebanese Canadian Bank SAL,related,Company,Societé Generale de Banque au Liban SAL,SGBL,Lebanon,,,"""LCB's former shareholders sold its assets and liabilities to the Societé Generale de Banque au Liban SAL (SGBL).""",https://www.fincen.gov/system/files/shared/2015-24912.pdf
Lebanese Canadian Bank SAL,subsidiary,Company,Tabadul for Shares and Bonds LLC,,United Arab Emirates,,,"""LCB has a controlling financial interest in a number of subsidiaries, including LCB Investments (Holding) SAL, LCB Finance SAL, LCB Estates SAL, LCB Insurance Brokerage House SAL, and Dubai-based Tabadul for Shares and Bonds LLC""",https://www.gpo.gov/fdsys/pkg/FR-2011-02-17/pdf/2011-3346.pdf
Lebanese Canadian Bank SAL,target,Company,Tabadul for Shares and Bonds LLC,,United Arab Emirates,,,"""LCB has a controlling financial interest in a number of subsidiaries, including LCB Investments (Holding) SAL, LCB Finance SAL, LCB Estates SAL, LCB Insurance Brokerage House SAL, and Dubai-based Tabadul for Shares and Bonds LLC""; ""For purposes of this document and unless expressly stated otherwise, references to LCB include the aforementioned subsidiaries""",https://www.gpo.gov/fdsys/pkg/FR-2011-02-17/pdf/2011-3346.pdf
Lebanese Canadian Bank SAL,subsidiary,Company,Tabadul for Shares and Bonds LLC,,United Arab Emirates,,,"""LCB has a controlling financial interest in a number of subsidiaries, including LCB Investments SAL, LCB Finance SAL, LCB Estates SAL, LCB Insurance Brokerage House SAL, Dubai-based Tabadul for Shares and Bonds LLC, Prime Bank Limited (“Prime Bank”) of Gambia.""",https://www.gpo.gov/fdsys/pkg/FR-2011-02-17/pdf/2011-3348.pdf
Liberty Reserve S.A,self,,Liberty Reserve S.A,,Costa Rica,,,"""Section 1010.660(a)(1) of the proposed rule would define Liberty Reserve to include all branches, offices, and subsidiaries of Liberty Reserve S.A. operating in Costa Rica or in any other jurisdiction.""; ""the Director of FinCEN found that Liberty Reserve S.A. (Liberty Reserve) is a financial institution operating outside of the United States that is of primary money laundering concern pursuant to 31 U.S.C. 5318A.""",https://www.fincen.gov/system/files/shared/311--LR-NPRM-Final.pdf
Liberty Reserve S.A,self,,Liberty Reserve S.A,,Costa Rica,,,"""Liberty Reserve is a web-based money transfer system, or “virtual currency.” It is a financial institution currently registered in Costa Rica and has been operating since 2001.""; ""Liberty Reserve was then based in Nevis and began as a private exchange system for import/export businesses.""; ""In March 2004, Liberty Reserve’s website indicated that it was operating out of Brooklyn, New York. In May 2006, Liberty Reserve was re-registered in Costa Rica.""",https://www.fincen.gov/system/files/shared/311--LR-NoticeofFinding-Final.pdf
Liberty Reserve S.A,owner,Person,Arthur Budovsky,,,,,"""According to reporting of a Planetgold.com interview in 2003 with Arthur Budovsky, who founded the company, Liberty Reserve was then based in Nevis and began as a private exchange system for import/export businesses.""; ""Budovsky pled guilty and was sentenced to five years of probation.""",https://www.fincen.gov/system/files/shared/311--LR-NoticeofFinding-Final.pdf
Liberty Reserve S.A,related,Company,GoldAge Inc.,,United States,,,"""In 2002, Budovsky and another individual, Vladimir Kats, set up several other companies, including GoldAge Inc., according to the New York County District Attorney’s Office. GoldAge served as a prominent exchanger for E-Gold, a gold-based virtual currency system.""; ""In July 2006, Budovsky and Kats were indicted by the state of New York for operating an illegal money transmitting business, GoldAge, out of their Brooklyn apartments.""",https://www.fincen.gov/system/files/shared/311--LR-NoticeofFinding-Final.pdf
Liberty Reserve S.A,related,Person,Vladimir Kats,,,,,"""In 2002, Budovsky and another individual, Vladimir Kats, set up several other companies, including GoldAge Inc., according to the New York County District Attorney’s Office.""; ""In July 2006, Budovsky and Kats were indicted by the state of New York for operating an illegal money transmitting business, GoldAge, out of their Brooklyn apartments.""",https://www.fincen.gov/system/files/shared/311--LR-NoticeofFinding-Final.pdf
MBaer Merchant Bank AG,self,,MBaer Merchant Bank AG,,Switzerland,"Zürich, Switzerland",,"""MBaer is a commercial bank with a single office headquartered in Zürich, Switzerland""; ""MBaer has no branches other than its headquarters location""",https://www.federalregister.gov/documents/2026/03/02/2026-04033/proposal-of-special-measure-regarding-mbaer-merchant-bank-ag-as-a-financial-institution-operating
MBaer Merchant Bank AG,owner,Person,Alessandro Bazzoni,,,,,"""Alessandro Bazzoni (Bazzoni), a minority shareholder of MBaer at the time, who was sanctioned by OFAC in January 2021 for providing material support to PdVSA in his role as a core facilitator of the sanctions evasion network""; ""Although Bazzoni has since been removed from the OFAC sanctions list, Evjemo-Nysveen's activities took place while he was on the OFAC list""",https://www.federalregister.gov/documents/2026/03/02/2026-04033/proposal-of-special-measure-regarding-mbaer-merchant-bank-ag-as-a-financial-institution-operating
MBaer Merchant Bank AG,related,Person,Jose Luis Chavez Calva,,,,,"""while the PdVSA money laundering scheme was ongoing, MBaer maintained an account for Jose Luis Chavez Calva (Calva), a key figure involved in laundering billions of dollars obtained through PdVSA corruption through European banks""; ""Calva was also alleged to be a financial facilitator handling funds derived from corruption on behalf of both Bazzoni and Alex Saab""",https://www.federalregister.gov/documents/2026/03/02/2026-04033/proposal-of-special-measure-regarding-mbaer-merchant-bank-ag-as-a-financial-institution-operating
MBaer Merchant Bank AG,related,Company,LLC PrikarpatZakhidTrans,,Ukraine,,,"""LLC PrikarpatZakhidTrans, the operator of the Ukrainian section of the Russian-owned Samara-West oil pipeline""; ""Press reporting going back to early 2021 asserts that Medvedchuk has controlled LLC PrikarpatZakhidTrans since 2017 through his wife""",https://www.federalregister.gov/documents/2026/03/02/2026-04033/proposal-of-special-measure-regarding-mbaer-merchant-bank-ag-as-a-financial-institution-operating
MBaer Merchant Bank AG,related,Company,Plus Ultra Lineas Aereas SA,Plus Ultra,,,,"""allegedly under investigation by Swiss and French authorities for laundering the proceeds of funds embezzled by Venezuelan public officials, including through airline Plus Ultra Lineas Aereas SA (Plus Ultra)""; ""one of the Swiss investor's two MBaer accounts received over $519,000 in 2021 from Plus Ultra""",https://www.federalregister.gov/documents/2026/03/02/2026-04033/proposal-of-special-measure-regarding-mbaer-merchant-bank-ag-as-a-financial-institution-operating
MBaer Merchant Bank AG,related,Person,Sergey Kurchenko,,,,,"""OFAC designated Kurchenko in 2015 for his role in misappropriating state assets of Ukraine, or of an economically significant entity in Ukraine""; ""As of 2022, at least two employees of MBaer probably managed trust and front companies involved in a Ukrainian sanctions evasion scheme linked to Kurchenko""",https://www.federalregister.gov/documents/2026/03/02/2026-04033/proposal-of-special-measure-regarding-mbaer-merchant-bank-ag-as-a-financial-institution-operating
MBaer Merchant Bank AG,related,Person,Siri Evjemo-Nysveen,,,,,"""Siri Evjemo-Nysveen (Evjemo-Nysveen), MBaer's Vice Chairperson from September 2020 through May 2023 and board member from 2019 to 2023, reportedly used her position to further payments through MBaer related to a PdVSA corruption scheme after OFAC's designation of PdVSA""",https://www.federalregister.gov/documents/2026/03/02/2026-04033/proposal-of-special-measure-regarding-mbaer-merchant-bank-ag-as-a-financial-institution-operating
MBaer Merchant Bank AG,related,Company,Turkoca Import Export Transit Co LTD,Turkoca,,,,"""three MBaer customers remitted funds through MBaer to Turkoca, a pass-through entity used by IRGC-QF affiliates to launder funds for Iran""",https://www.federalregister.gov/documents/2026/03/02/2026-04033/proposal-of-special-measure-regarding-mbaer-merchant-bank-ag-as-a-financial-institution-operating
MBaer Merchant Bank AG,related,Person,Victor Volodymyrovych Medvedchuk,,Ukraine,,,"""FinCEN assesses that MBaer maintained two accounts that were controlled by, and used to launder the funds of, Victor Volodymyrovych Medvedchuk (Medvedchuk), a pro-Kremlin Ukrainian politician with close ties to Russian President Putin""",https://www.federalregister.gov/documents/2026/03/02/2026-04033/proposal-of-special-measure-regarding-mbaer-merchant-bank-ag-as-a-financial-institution-operating
Mexican Gambling Establishments,target,Company,Casino Emine,Emine Casino,Mexico,"Av. Félix Contreras 203, Comercial, 83449 San Luis Río Colorado, Sonora",,"""the operations of (1) Emine Casino in San Luis Rio Colorado, Sonora; (2) Palermo Casino in Nogales, Sonora; (3) Skampa Casino in Ensenada, Baja California; and (4) Casino Mirage in Culiacan, Sinaloa, are all overseen by the senior leadership of Midas Casino in Mazatlan, Sinaloa""",https://www.federalregister.gov/public-inspection/2025-19927/special-measure-regarding-transactions-involving-ten-mexican-gambling-establishments-as-a-class-of
Mexican Gambling Establishments,target,Company,Casino Mirage,Copa Kabana Casino,Mexico,"Boulevard Enrique Sánchez Alonso, Desarrollo Urbano Tres Rios, 80034 Culiacán Rosales, Sinaloa",,"""FinCEN assesses that Casino Mirage was later renamed “Copa Kabana Casino” based on the fact that, in January 2022, its parent company was granted permission to establish a casino in Culiacan at an address that a search of Google Maps revealed to be Copa Kabana Casino""; ""the operations of (1) Emine Casino in San Luis Rio Colorado, Sonora; (2) Palermo Casino in Nogales, Sonora; (3) Skampa Casino in Ensenada, Baja California; and (4) Casino Mirage in Culiacan, Sinaloa, are all overseen by the senior leadership of Midas Casino in Mazatlan, Sinaloa""",https://www.federalregister.gov/public-inspection/2025-19927/special-measure-regarding-transactions-involving-ten-mexican-gambling-establishments-as-a-class-of
Mexican Gambling Establishments,target,Company,Midas Casino Agua Prieta,,Mexico,"Calle 5 y Avenida 21, Agua Prieta, Sonora 84269",,"""from at least 2021 through 2023, senior leadership for Midas Casinos made monthly payments to a highly influential Sinaloa Cartel affiliate as part of an agreement related to (1) Midas Casino in Agua Prieta, Sonora; (2) Midas Casino in Guamuchil, Sinaloa; (3) Midas Casino in Los Mochis, Sinaloa; (4) Midas Casino in Mazatlan, Sinaloa; (5) Midas Casino in Rosarita, Baja California; and (6) Skampa Casino in Villahermosa, Tabasco""",https://www.federalregister.gov/public-inspection/2025-19927/special-measure-regarding-transactions-involving-ten-mexican-gambling-establishments-as-a-class-of
Mexican Gambling Establishments,target,Company,Midas Casino Guamúchil,,Mexico,"Boulevard Antonio Rosales 334, Morelos, Salvador Alvarado, Guamúchil, Sinaloa 81460",,"""from at least 2021 through 2023, senior leadership for Midas Casinos made monthly payments to a highly influential Sinaloa Cartel affiliate as part of an agreement related to (1) Midas Casino in Agua Prieta, Sonora; (2) Midas Casino in Guamuchil, Sinaloa; (3) Midas Casino in Los Mochis, Sinaloa; (4) Midas Casino in Mazatlan, Sinaloa; (5) Midas Casino in Rosarita, Baja California; and (6) Skampa Casino in Villahermosa, Tabasco""",https://www.federalregister.gov/public-inspection/2025-19927/special-measure-regarding-transactions-involving-ten-mexican-gambling-establishments-as-a-class-of
Mexican Gambling Establishments,target,Company,Midas Casino Los Mochis,,Mexico,"Boulevard Canuto Ibarra Guerrero, 1048 Monferrath, Los Mochis, Sinaloa 81248",,"""from at least 2021 through 2023, senior leadership for Midas Casinos made monthly payments to a highly influential Sinaloa Cartel affiliate as part of an agreement related to (1) Midas Casino in Agua Prieta, Sonora; (2) Midas Casino in Guamuchil, Sinaloa; (3) Midas Casino in Los Mochis, Sinaloa; (4) Midas Casino in Mazatlan, Sinaloa; (5) Midas Casino in Rosarita, Baja California; and (6) Skampa Casino in Villahermosa, Tabasco""",https://www.federalregister.gov/public-inspection/2025-19927/special-measure-regarding-transactions-involving-ten-mexican-gambling-establishments-as-a-class-of
Mexican Gambling Establishments,target,Company,Midas Casino Mazatlan,,Mexico,"#2206 La Gran Plaza local T-10, Avenida Reforma, Mazatlán, Sinaloa, 82123",,"""From 2017 through 2024, senior leadership of Midas Casino in Mazatlan, Sinaloa, made monthly disbursements of funds to the Sinaloa Cartel as part of an agreement with a highly influential Sinaloa Cartel affiliate""; ""the operations of (1) Emine Casino in San Luis Rio Colorado, Sonora; (2) Palermo Casino in Nogales, Sonora; (3) Skampa Casino in Ensenada, Baja California; and (4) Casino Mirage in Culiacan, Sinaloa, are all overseen by the senior leadership of Midas Casino in Mazatlan, Sinaloa""",https://www.federalregister.gov/public-inspection/2025-19927/special-measure-regarding-transactions-involving-ten-mexican-gambling-establishments-as-a-class-of
Mexican Gambling Establishments,target,Company,Midas Casino Rosarito,,Mexico,"Boulevard Benito Juarez 2701, Echeverría, Rosarito, Baja California 22703",,"""from at least 2021 through 2023, senior leadership for Midas Casinos made monthly payments to a highly influential Sinaloa Cartel affiliate as part of an agreement related to (1) Midas Casino in Agua Prieta, Sonora; (2) Midas Casino in Guamuchil, Sinaloa; (3) Midas Casino in Los Mochis, Sinaloa; (4) Midas Casino in Mazatlan, Sinaloa; (5) Midas Casino in Rosarita, Baja California; and (6) Skampa Casino in Villahermosa, Tabasco""",https://www.federalregister.gov/public-inspection/2025-19927/special-measure-regarding-transactions-involving-ten-mexican-gambling-establishments-as-a-class-of
Mexican Gambling Establishments,target,Company,Palermo Casino,,Mexico,"Boulevard Luis Donaldo Colosio, Kennedy, 84063, Heroica Nogales, Sonora",,"""the operations of (1) Emine Casino in San Luis Rio Colorado, Sonora; (2) Palermo Casino in Nogales, Sonora; (3) Skampa Casino in Ensenada, Baja California; and (4) Casino Mirage in Culiacan, Sinaloa, are all overseen by the senior leadership of Midas Casino in Mazatlan, Sinaloa""",https://www.federalregister.gov/public-inspection/2025-19927/special-measure-regarding-transactions-involving-ten-mexican-gambling-establishments-as-a-class-of
Mexican Gambling Establishments,target,Company,Skampa Casino Ensenada,,Mexico,"Avenida Gral Agustin Sanginés, Carlos Pacheco 4, Ensenada, Baja California 22890",,"""the operations of (1) Emine Casino in San Luis Rio Colorado, Sonora; (2) Palermo Casino in Nogales, Sonora; (3) Skampa Casino in Ensenada, Baja California; and (4) Casino Mirage in Culiacan, Sinaloa, are all overseen by the senior leadership of Midas Casino in Mazatlan, Sinaloa""",https://www.federalregister.gov/public-inspection/2025-19927/special-measure-regarding-transactions-involving-ten-mexican-gambling-establishments-as-a-class-of
Mexican Gambling Establishments,target,Company,Skampa Casino Villahermosa,Venezzia Casino,Mexico,"Periferico Carlos Pellicer Cámara, Cuadrante II, Miguel Hidalgo 2a Secc, 86127 Villahermosa, Tabasco",,"""Skampa Casino, formerly known as Venezzia Casino (Villahermosa, Tabasco): Skampa Casino Villahermosa is located in Villahermosa, Tabasco""; ""from at least 2021 through 2023, senior leadership for Midas Casinos made monthly payments to a highly influential Sinaloa Cartel affiliate as part of an agreement related to (1) Midas Casino in Agua Prieta, Sonora; (2) Midas Casino in Guamuchil, Sinaloa; (3) Midas Casino in Los Mochis, Sinaloa; (4) Midas Casino in Mazatlan, Sinaloa; (5) Midas Casino in Rosarita, Baja California; and (6) Skampa Casino in Villahermosa, Tabasco""",https://www.federalregister.gov/public-inspection/2025-19927/special-measure-regarding-transactions-involving-ten-mexican-gambling-establishments-as-a-class-of
Multibanka,self,,Multibanka,joint stock company Multibanka,Latvia,Riga,,"""Multibanka is headquartered in Riga, the capital of the Republic of Latvia (“Latvia”). Multibanka is the oldest commercial bank in Latvia and is among the smallest of Latvia’s 23 banks.""",https://www.fincen.gov/system/files/shared/311multibanka070706.pdf
Multibanka,self,,Multibanka,joint stock company Multibanka,Latvia,Riga,,"""FinCEN is issuing this notice of proposed rulemaking to impose a special measure against joint stock company Multibanka (Multibanka) as a financial institution of primary money laundering concern, pursuant to the authority contained in 31 U.S.C. 5318A.""; ""Multibanka is headquartered in Riga, the capital of the Republic of Latvia.""; ""Multibanka is the oldest commercial bank in Latvia and is among the smaller of Latvia's 23 banks, reported to have approximately $269 million in assets and 150 employees.""",https://www.fincen.gov/system/files/shared/nprmultibanka.pdf
Multibanka,related,Company,LNT Skonto Banka,,Latvia,,,"""In 1995, Multibanka merged with joint stock company LNT Skonto Banka, increasing its assets and resources.""",https://www.fincen.gov/system/files/shared/nprmultibanka.pdf
Multibanka,subsidiary,Company,Multilizings,,,,,"""It has: Four foreign offices, which are located in Russia, Ukraine, and Belarus; five domestic branches; and one leasing subsidiary, Multilizings.""",https://www.fincen.gov/system/files/shared/311multibanka070706.pdf
Multibanka,subsidiary,Company,Multilizings,,,,,"""Multibanka has four foreign offices in Russia, Ukraine, and Belarus; five domestic branches; and one leasing subsidiary, Multilizings.""",https://www.fincen.gov/system/files/shared/nprmultibanka.pdf
Multibanka,target,Company,Multilizings,,,,,"""Multilizings, and any of its branches, is included in the definition.""",https://www.fincen.gov/system/files/shared/nprmultibanka.pdf
Myanmar Mayflower Bank,self,,Myanmar Mayflower Bank,,Burma,"Rangoon, Burma",,"""Myanmar Mayflower Bank was incorporated in 1996 as a full-service commercial bank in Rangoon, Burma""; ""the Government of Burma revoked the licenses of the Banks in 2005 and neither financial institution currently exists""; ""FinCEN hereby withdraws the finding that Myanmar Mayflower Bank and Asia Wealth Bank are financial institutions of primary money laundering concern, as of October 1, 2012""",http://www.gpo.gov/fdsys/pkg/FR-2012-10-01/pdf/2012-23995.pdf
Myanmar Mayflower Bank,self,,Myanmar Mayflower Bank,Mayflower Bank,Burma,"Rangoon, Burma",,"""On November 18, 2003, the Secretary of the Treasury designated Myanmar Mayflower Bank (Mayflower Bank) and Asia Wealth Bank, both Burma banks, as financial institutions of primary money laundering concern""; ""Mayflower Bank was incorporated in 1996 as a full-service commercial bank in Rangoon, Burma""; ""The bank maintains 25 branches and has 1,153 employees""",https://www.fincen.gov/system/files/shared/311_burmese_banks.pdf
Myanmar Mayflower Bank,self,,Myanmar Mayflower Bank,Mayflower Bank,Burma,"Rangoon, Burma",,"""the Secretary of the Treasury (Secretary) designated Myanmar Mayflower Bank (Mayflower Bank) and Asia Wealth Bank, both Burmese banks, as financial institutions of primary money laundering concern""; ""Mayflower Bank was incorporated in 1996 as a full-service commercial bank in Rangoon, Burma""; ""The bank maintains 25 branches and has 1,153 employees""",https://www.fincen.gov/system/files/shared/mayflowerbank.pdf
Myanmar Mayflower Bank,owner,Person,Kyaw Win,,,,,"""public sources indicate that Mayflower Bank is owned by Kyaw Win""; ""According to the 2003 Europa World Yearbook, the chairman of Mayflower Bank is Kyaw Win""; ""His name has been linked to a former drug lord and to others who have been identified in connection with the narcotics trade""",https://www.fincen.gov/system/files/shared/311_burmese_banks.pdf
Myanmar Mayflower Bank,owner,Person,Kyaw Win,,,,,"""According to the 2003 Europa World Yearbook, the chairman of Mayflower Bank is Kyaw Win""; ""individuals owning and controlling both banks are linked to drug trafficking and money laundering, including using the banks for such purposes""",https://www.fincen.gov/system/files/shared/mayflowerbank.pdf
Myanmar Mayflower Bank,owner,Organization,United Wa State Army,UWSA,,,,"""The Secretary has information that Mayflower Bank is owned and controlled by convicted narcotics traffickers, is essentially controlled by the UWSA, and has been used to facilitate money laundering""; ""The Financial Times reports that the UWSA, one of the world's largest organizations of armed drug traffickers, has taken over the Mayflower Bank in Rangoon""; ""A Thailand article from 2002 indicates that the UWSA bought shares in the Mayflower Bank and has been providing assistance to it, describing the Bank as part of the UWSA Business Empire""",https://www.fincen.gov/system/files/shared/311_burmese_banks.pdf
Nauru,target,Company,Access Bank International Ltd.,,Nauru,,,,https://www.fincen.gov/system/files/shared/finding_nauru.pdf
Nauru,target,Company,Adriatica Bank,,Nauru,,,,https://www.fincen.gov/system/files/shared/finding_nauru.pdf
Nauru,target,Company,"Agro Trust Bank, Inc.",,Nauru,,,,https://www.fincen.gov/system/files/shared/finding_nauru.pdf
Nauru,target,Company,Ako Bank Corp.,Akobank; Ako-Bank; Akkobank,Nauru,,,,https://www.fincen.gov/system/files/shared/finding_nauru.pdf
Nauru,target,Company,Alliance Bank,,Nauru,,,"""Alliance Bank (possibly A.K.A. European Credit Alliance Bank, Inc.)""",https://www.fincen.gov/system/files/shared/finding_nauru.pdf
Nauru,target,Company,Amoko Bank Corporation,,Nauru,,,,https://www.fincen.gov/system/files/shared/finding_nauru.pdf
Nauru,target,Company,"Apollo Bank, Inc.",,Nauru,,,,https://www.fincen.gov/system/files/shared/finding_nauru.pdf
Nauru,target,Company,Ardex International Bank,,Nauru,,,,https://www.fincen.gov/system/files/shared/finding_nauru.pdf
Nauru,target,Company,Atlantic Capital Trust PLC,,Nauru,,,,https://www.fincen.gov/system/files/shared/finding_nauru.pdf
Nauru,target,Company,Augusta Bank Corp.,,Nauru,,,,https://www.fincen.gov/system/files/shared/finding_nauru.pdf
Nauru,target,Company,Babylon Bank Corp.,,Nauru,,,,https://www.fincen.gov/system/files/shared/finding_nauru.pdf
Nauru,target,Company,Baltic Pacific Bank,,Nauru,,,,https://www.fincen.gov/system/files/shared/finding_nauru.pdf
Nauru,target,Company,Bank Thalia,,Nauru,,,,https://www.fincen.gov/system/files/shared/finding_nauru.pdf
Nauru,target,Company,Bank for International Settlements Corp.,Bis Corp.,Nauru,,,,https://www.fincen.gov/system/files/shared/finding_nauru.pdf
Nauru,related,Company,Bank of Nauru,Central Bank of Nauru,Nauru,,,"""only one bank appears to be physically located in Nauru, the “Bank of Nauru.” It is a local community bank that also serves as the Central Bank""; ""Any foreign bank, as that term is defined in Sec. 103.11(o), licensed by Nauru, but does not include the Central Bank of Nauru""; ""This rule would make it clear that all banks licensed by Nauru (other than the Central Bank of Nauru) are shell banks notwithstanding that such a bank may have provided a certification that it is not a shell bank""",https://www.fincen.gov/system/files/shared/311_nauru_countermeasures.pdf
Nauru,related,Company,Bank of Nauru,,Nauru,,,"""only one bank appears to be physically located in Nauru, the “Bank of Nauru.” It is a local community bank that also serves as the Central Bank""; ""This prohibition would not, however, apply to the Bank of Nauru""; ""Treasury has determined to except the Bank of Nauru, which as noted, serves as the Central Bank, from these prohibitions in order to ensure the people of Nauru can continue to meet their legitimate banking needs""",https://www.fincen.gov/system/files/shared/finding_nauru.pdf
Nauru,target,Company,Bank of the Nations,,Nauru,,,,https://www.fincen.gov/system/files/shared/finding_nauru.pdf
Nauru,target,Company,"Bartang Bank and Trust, Inc.",,Nauru,,,,https://www.fincen.gov/system/files/shared/finding_nauru.pdf
Nauru,target,Company,Benmore Union Bank,,Nauru,,,,https://www.fincen.gov/system/files/shared/finding_nauru.pdf
Nauru,target,Company,Business Mediterranean Bank,,Nauru,,,,https://www.fincen.gov/system/files/shared/finding_nauru.pdf
Nauru,target,Company,CP Bank,,Nauru,,,,https://www.fincen.gov/system/files/shared/finding_nauru.pdf
Nauru,target,Company,Capital Bank Inc.,,Nauru,,,,https://www.fincen.gov/system/files/shared/finding_nauru.pdf
Nauru,target,Company,Capital International Bank Ltd. Corp.,,Nauru,,,,https://www.fincen.gov/system/files/shared/finding_nauru.pdf
Nauru,target,Company,Caribbean Unified Bank,,Nauru,,,,https://www.fincen.gov/system/files/shared/finding_nauru.pdf
Nauru,target,Company,Carlton Bank Trust Inc.,,Nauru,,,,https://www.fincen.gov/system/files/shared/finding_nauru.pdf
Nauru,target,Company,Cassaf Bank Corp.,Casaf; Kasaf,Nauru,,,,https://www.fincen.gov/system/files/shared/finding_nauru.pdf
Nauru,target,Company,Central Pacific Bank,,Nauru,,,,https://www.fincen.gov/system/files/shared/finding_nauru.pdf
Nauru,target,Company,Central Pacific National Bank,,Nauru,,,,https://www.fincen.gov/system/files/shared/finding_nauru.pdf
Nauru,target,Company,Chierici Bank,,Nauru,,,,https://www.fincen.gov/system/files/shared/finding_nauru.pdf
Nauru,target,Company,"City Trading Bank, Inc.",,Nauru,,,,https://www.fincen.gov/system/files/shared/finding_nauru.pdf
Nauru,target,Company,Cometa Bank,Kometa,Nauru,,,,https://www.fincen.gov/system/files/shared/finding_nauru.pdf
